1;LEITUNGSSTRANG
2;V1;12E_970_000_K;L0L;3727 (g);~;CU: 1496 (g);Al: 0 (g)
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.
3;70013;V.30A..SE_AB1_A167_1_5;A167;SP_30A_DIA;1;1-41A;-;-;XA.U31.2;KS_DIAG1;10;1-31B;N_103_358_02;357_972_740_E;N_037_003_1;-;-;840;RT/GE;0,5;V.30A..SE_AB1;-;x;x;70013
3;70014;V.30A..SE_AB1_A167_1_4;A167;SP_30A_DIA;1;1-41A;-;-;XA.U31.4;KS_DIA3A;10;1-31A;N_103_358_02;357_972_740_F;N_037_023_1;-;-;840;RT/GE;1;V.30A..SE_AB1;-;x;x;70014
3;70015;V.30A..SE_AB1_A167_1_3;A167;SP_30A_DIA;1;1-41A;-;-;XA.U4.1;KS_FUNK;2;1-32B;N_906_844_01;-;N_037_003_1;-;-;840;RT/GE;0,5;V.30A..SE_AB1;-;x;x;70015
3;70016;M.31..MB_K-M9_A1.1_80_1_1;80;SP_31DIAG;1;1-39A;-;-;B445;SP_31BA1;1;1-41A;-;-;N_037_048_8;-;-;311;BR;2,5;M.31..MB_K-M9_A1.1;x;x;x;70016
3;70017;M.31..MB_K-M9_A1.1_80_1_4;80;SP_31DIAG;1;1-39A;-;-;XA.U31.2;KS_DIAG1;14;1-31B;N_103_358_02;357_972_740_D;N_037_018_8;-;-;580;BR;0,75;M.31..MB_K-M9_A1.1;-;x;x;70017
3;70018;M.31..MB_K-M9_A1.1_80_1_3;80;SP_31DIAG;1;1-39A;-;-;XA.U31.8;KS_DIAG5;16;1-40B;N_907_649_01;-;N_037_008_8;-;-;651;BR;0,5;M.31..MB_K-M9_A1.1;x;x;-;70018
3;70019;M.31..MB_K-M9_A1.1_80_1_2;80;SP_31DIAG;1;1-39A;-;-;XA.U31.8;KS_DIAG5;32;1-40B;N_907_649_01;-;N_037_008_8;-;-;651;BR;0,5;M.31..MB_K-M9_A1.1;x;x;-;70019
3;70020;M.31..MB_K-M9_A1.1_80_1_5;80;SP_31DIAG;1;1-39A;-;-;XA.U31.4;KS_DIA3A;14;1-31A;N_103_358_02;357_972_740_F;N_037_028_8;-;-;580;BR;1;M.31..MB_K-M9_A1.1;-;x;x;70020
3;70021;M.31..MB_K-M9_A1.1_80_1_6;80;SP_31DIAG;1;1-39A;-;-;XA.U4.1;KS_FUNK;1;1-32B;N_906_844_01;-;N_037_008_8;-;-;580;BR;0,5;M.31..MB_K-M9_A1.1;-;x;x;70021
3;70022;V.15A.SYS_055._XA.U31.9_9_1;XA.U31.9;KS_DIA3B;9;1-28A;N_103_361_02;357_972_740_F;XA.U31.6;KS_DIA3C;9;1-22A;N_103_358_02;357_972_740_F;N_037_029_5;-;-;3900;SW/BL;1;V.15A.SYS_055.;-;x;x;70022
3;70023;V.30A.SYS_055._XA.U31.9_10_1;XA.U31.9;KS_DIA3B;10;1-28A;N_103_361_02;357_972_740_F;XA.U31.6;KS_DIA3C;10;1-22A;N_103_358_02;357_972_740_F;N_037_023_1;-;-;3900;RT/GE;1;V.30A.SYS_055.;-;x;x;70023
3;70024;M.31.SYS_055._XA.U31.9_14_1;XA.U31.9;KS_DIA3B;14;1-28A;N_103_361_02;357_972_740_F;XA.U31.6;KS_DIA3C;14;1-22A;N_103_358_02;357_972_740_F;N_037_028_8;-;-;3900;BR;1;M.31.SYS_055.;-;x;x;70024
3;70025;D.CAN_DIAG_H.._B713_1_2;B713;SP_CANHD;1;1-35D;-;-;XA.U31.3;KS_DIAG2;1;1-31B;N_103_357_04;357_972_740_E;N_901_916_18;SL70001;1-or/rt;1204;OR/RT;0,35;D.CAN_DIAG_H..;-;x;x;70025
3;70026;D.CAN_DIAG_L.._B714_1_2;B714;SP_CANLD;1;1-35D;-;-;XA.U31.3;KS_DIAG2;2;1-31B;N_103_357_04;357_972_740_E;N_901_916_18;SL70001;2-or/br;1223;OR/BR;0,35;D.CAN_DIAG_L..;-;x;x;70026
3;70027;D.CANH..HYB_XA.U31.3_3_1;XA.U31.3;KS_DIAG2;3;1-31B;N_103_357_04;357_972_740_E;B776;SP_CANHH_E;1;1-36D;-;-;N_901_916_26;SL70002;1-or;1360;OR;0,35;D.CANH..HYB;-;x;x;70027
3;70028;D.CANL..HYB_XA.U31.3_4_1;XA.U31.3;KS_DIAG2;4;1-31B;N_103_357_04;357_972_740_E;B777;SP_CANLH_E;1;1-36D;-;-;N_901_916_26;SL70002;2-br;1324;BR;0,35;D.CANL..HYB;-;x;x;70028
3;70029;D.CAN_A_H.._XA.U31.2_1_1;XA.U31.2;KS_DIAG1;1;1-31B;N_103_357_04;357_972_740_E;E123;SP_CANHA1;1;1-38F;-;-;N_901_916_03;SL70003;1-or/sw;1775;OR/SW;0,35;D.CAN_A_H..;-;x;x;70029
3;70030;D.CAN_A_L.._XA.U31.2_2_1;XA.U31.2;KS_DIAG1;2;1-31B;N_103_357_04;357_972_740_E;E124;SP_CANLA2;1;1-38F;-;-;N_901_916_03;SL70003;2-or/br;1730;OR/BR;0,35;D.CAN_A_L..;-;x;x;70030
3;70031;D.CANHK.._A146_1_2;A146;SP_CANHK;1;1-37F;-;-;XA.U31.2;KS_DIAG1;3;1-31B;N_103_357_04;357_972_740_E;N_901_916_04;SL70004;1-or/gn;1750;OR/GN;0,35;D.CANHK..;-;x;x;70031
3;70032;D.CANLK.._A147_1_2;A147;SP_CANLK;1;1-36F;-;-;XA.U31.2;KS_DIAG1;4;1-31B;N_103_357_04;357_972_740_E;N_901_916_04;SL70004;2-or/br;1673;OR/BR;0,35;D.CANLK..;-;x;x;70032
3;70033;D.CANHKOMBI.._XA.U31.2_7_1;XA.U31.2;KS_DIAG1;7;1-31B;N_103_357_04;357_972_740_E;A225;SP_CANHKOM;1;1-36H;-;-;N_901_916_19;SL70005;1-or/bl;2019;OR/BL;0,35;D.CANHKOMBI..;-;x;x;70033
3;70034;D.CANLKOMBI.._XA.U31.2_8_1;XA.U31.2;KS_DIAG1;8;1-31B;N_103_357_04;357_972_740_E;A226;SP_CANLKOM;1;1-36G;-;-;N_901_916_19;SL70005;2-or/br;1968;OR/BR;0,35;D.CANLKOMBI..;-;x;x;70034
3;70035;D.CAN_DIAG_H.._B713_1_1;B713;SP_CANHD;1;1-35D;-;-;XA.U31.8;KS_DIAG5;10;1-40B;N_907_647_01;-;N_901_916_18;SL70006;1-or/rt;1435;OR/RT;0,35;D.CAN_DIAG_H..;x;x;-;70035
3;70036;D.CAN_DIAG_L.._B714_1_1;B714;SP_CANLD;1;1-35D;-;-;XA.U31.8;KS_DIAG5;26;1-40B;N_907_647_01;-;N_901_916_18;SL70006;2-or/br;1453;OR/BR;0,35;D.CAN_DIAG_L..;x;x;-;70036
3;70037;D.CAN_A_H.._XA.U31.8_8_1;XA.U31.8;KS_DIAG5;8;1-40B;N_907_647_01;-;E123;SP_CANHA1;1;1-38F;-;-;N_901_916_03;SL70007;1-or/sw;2006;OR/SW;0,35;D.CAN_A_H..;x;x;-;70037
3;70038;D.CAN_A_L.._XA.U31.8_24_1;XA.U31.8;KS_DIAG5;24;1-40B;N_907_647_01;-;E124;SP_CANLA2;1;1-38F;-;-;N_901_916_03;SL70007;2-or/br;1961;OR/BR;0,35;D.CAN_A_L..;x;x;-;70038
3;70039;D.CAN_A_H.._XA.U31.4_1_1;XA.U31.4;KS_DIA3A;1;1-31A;N_103_357_04;357_972_740_E;E123;SP_CANHA1;1;1-38F;-;-;N_901_916_03;SL70008;1-or/sw;1775;OR/SW;0,35;D.CAN_A_H..;-;x;x;70039
3;70040;D.CAN_A_L.._XA.U31.4_2_1;XA.U31.4;KS_DIA3A;2;1-31A;N_103_357_04;357_972_740_E;E124;SP_CANLA2;1;1-38F;-;-;N_901_916_03;SL70008;2-or/br;1730;OR/BR;0,35;D.CAN_A_L..;-;x;x;70040
3;70041;D.CANHK.._A146_1_1;A146;SP_CANHK;1;1-37F;-;-;XA.U31.4;KS_DIA3A;3;1-31A;N_103_357_04;357_972_740_E;N_901_916_04;SL70009;1-or/gn;1750;OR/GN;0,35;D.CANHK..;-;x;x;70041
3;70042;D.CANLK.._A147_1_1;A147;SP_CANLK;1;1-36F;-;-;XA.U31.4;KS_DIA3A;4;1-31A;N_103_357_04;357_972_740_E;N_901_916_04;SL70009;2-or/br;1673;OR/BR;0,35;D.CANLK..;-;x;x;70042
3;70043;D.CAN_DIAG_H.._B713_1_3;B713;SP_CANHD;1;1-35D;-;-;XA.U31.5;KS_DIA4A;1;1-31B;N_103_357_04;357_972_740_E;N_901_916_18;SL70010;1-or/rt;1204;OR/RT;0,35;D.CAN_DIAG_H..;-;x;x;70043
3;70044;D.CAN_DIAG_L.._B714_1_3;B714;SP_CANLD;1;1-35D;-;-;XA.U31.5;KS_DIA4A;2;1-31B;N_103_357_04;357_972_740_E;N_901_916_18;SL70010;2-or/br;1223;OR/BR;0,35;D.CAN_DIAG_L..;-;x;x;70044
3;70045;D.CAN_HD.._XA.U31.10_1_1;XA.U31.10;KS_DIA4B;1;1-28B;N_103_360_03;357_972_740_E;XA.U31.7;KS_DIA4C;1;1-22B;N_103_357_04;357_972_740_E;N_901_916_18;SL70011;1-or/rt;3900;OR/RT;0,35;D.CAN_HD..;-;x;x;70045
3;70046;D.CAN_LD.._XA.U31.10_2_1;XA.U31.10;KS_DIA4B;2;1-28B;N_103_360_03;357_972_740_E;XA.U31.7;KS_DIA4C;2;1-22B;N_103_357_04;357_972_740_E;N_901_916_18;SL70011;2-or/br;3900;OR/BR;0,35;D.CAN_LD..;-;x;x;70046
3;70047;D.CANHA.SYS_055._XA.U31.9_1_1;XA.U31.9;KS_DIA3B;1;1-28A;N_103_360_03;357_972_740_E;XA.U31.6;KS_DIA3C;1;1-22A;N_103_357_04;357_972_740_E;N_901_916_03;SL70012;1-or/sw;3900;OR/SW;0,35;D.CANHA.SYS_055.;-;x;x;70047
3;70048;D.CANLA.SYS_055._XA.U31.9_2_1;XA.U31.9;KS_DIA3B;2;1-28A;N_103_360_03;357_972_740_E;XA.U31.6;KS_DIA3C;2;1-22A;N_103_357_04;357_972_740_E;N_901_916_03;SL70012;2-or/br;3900;OR/BR;0,35;D.CANLA.SYS_055.;-;x;x;70048
3;70049;D.CANHK.SYS_055._XA.U31.9_3_1;XA.U31.9;KS_DIA3B;3;1-28A;N_103_360_03;357_972_740_E;XA.U31.6;KS_DIA3C;3;1-22A;N_103_357_04;357_972_740_E;N_901_916_04;SL70013;1-or/gn;3900;OR/GN;0,35;D.CANHK.SYS_055.;-;x;x;70049
3;70050;D.CANLK.SYS_055._XA.U31.9_4_1;XA.U31.9;KS_DIA3B;4;1-28A;N_103_360_03;357_972_740_E;XA.U31.6;KS_DIA3C;4;1-22A;N_103_357_04;357_972_740_E;N_901_916_04;SL70013;2-or/br;3900;OR/BR;0,35;D.CANLK.SYS_055.;-;x;x;70050
3;70051;D.CANHKOMBI.._XA.U31.4_7_1;XA.U31.4;KS_DIA3A;7;1-31A;N_103_357_04;357_972_740_E;A225;SP_CANHKOM;1;1-36H;-;-;N_901_916_19;SL70014;1-or/bl;2019;OR/BL;0,35;D.CANHKOMBI..;-;x;x;70051
3;70052;D.CANLKOMBI.._XA.U31.4_8_1;XA.U31.4;KS_DIA3A;8;1-31A;N_103_357_04;357_972_740_E;A226;SP_CANLKOM;1;1-36G;-;-;N_901_916_19;SL70014;2-or/br;1968;OR/BR;0,35;D.CANLKOMBI..;-;x;x;70052
3;70053;D.CANH..HYB_XA.U31.5_3_1;XA.U31.5;KS_DIA4A;3;1-31B;N_103_357_04;357_972_740_E;B776;SP_CANHH_E;1;1-36D;-;-;N_901_916_26;SL70015;1-or;1360;OR;0,35;D.CANH..HYB;-;x;x;70053
3;70054;D.CANL..HYB_XA.U31.5_4_1;XA.U31.5;KS_DIA4A;4;1-31B;N_103_357_04;357_972_740_E;B777;SP_CANLH_E;1;1-36D;-;-;N_901_916_26;SL70015;2-br;1324;BR;0,35;D.CANL..HYB;-;x;x;70054
3;70055;D.CANHKOMBI.SYS_055._XA.U31.9_7_1;XA.U31.9;KS_DIA3B;7;1-28A;N_103_360_03;357_972_740_E;XA.U31.6;KS_DIA3C;7;1-22A;N_103_357_04;357_972_740_E;N_901_916_19;SL70016;1-or/bl;3900;OR/BL;0,35;D.CANHKOMBI.SYS_055.;-;x;x;70055
3;70056;D.CANLKOMBI.SYS_055._XA.U31.9_8_1;XA.U31.9;KS_DIA3B;8;1-28A;N_103_360_03;357_972_740_E;XA.U31.6;KS_DIA3C;8;1-22A;N_103_357_04;357_972_740_E;N_901_916_19;SL70016;2-or/br;3900;OR/BR;0,35;D.CANLKOMBI.SYS_055.;-;x;x;70056
3;70057;X.CANHH.._XA.U31.10_3_1;XA.U31.10;KS_DIA4B;3;1-28B;N_103_360_03;357_972_740_E;XA.U31.7;KS_DIA4C;3;1-22B;N_103_357_04;357_972_740_E;N_901_916_26;SL70017;1-or;3900;OR;0,35;X.CANHH..;-;x;x;70057
3;70058;X.CANLH.._XA.U31.10_4_1;XA.U31.10;KS_DIA4B;4;1-28B;N_103_360_03;357_972_740_E;XA.U31.7;KS_DIA4C;4;1-22B;N_103_357_04;357_972_740_E;N_901_916_26;SL70017;2-br;3900;BR;0,35;X.CANLH..;-;x;x;70058
3;70059;D.CAN_F_H.._XA.AX2.2._1_7_1;XA.AX2.2._1;BAT1_1;7;1-11A;N_105_113_03;357_972_741;XA.U31.3;KS_DIAG2;5;1-31B;N_103_357_04;357_972_740_E;N_901_916_19;SL70018;1-or/bl;3701;OR/BL;0,35;D.CAN_F_H..;-;x;x;70059
3;70060;D.CAN_F_L.._XA.AX2.2._1_5_1;XA.AX2.2._1;BAT1_1;5;1-11A;N_105_113_03;357_972_741;XA.U31.3;KS_DIAG2;6;1-31B;N_103_357_04;357_972_740_E;N_901_916_19;SL70018;2-or/br;3701;OR/BR;0,35;D.CAN_F_L..;-;x;x;70060
1;LTGS.LAUTSPRECHER
2;V1;12E_970_076_H;L0L+8RD;103 (g);;CU: 61 (g);Al: 0 (g)
2;V2;12E_970_076_J;L0L+8RL;317 (g);;CU: 225 (g);Al: 0 (g)
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;V2;Ltg-Nr.
3;76001;S.LSVL+.._B191_1_1;B191;SP_LSVL2;1;1-35E;-;-;XA.R20.1;LSP_VL;1;1-42G;N_103_358_01;-;N_018_889_29;SL76001;1-rt/ge;910;RT/GE;0,75;S.LSVL+..;-;x;76001
3;76002;S.LSVL-.._B192_1_1;B192;SP_LSVL1;1;1-35D;-;-;XA.R20.1;LSP_VL;2;1-42G;N_103_358_01;-;N_018_889_29;SL76001;2-br/ge;943;BR/GE;0,75;S.LSVL-..;-;x;76002
3;76003;S.LSVR+.._B189_1_1;B189;SP_LSVR2;1;1-35B;-;-;XA.R.5;RAD_A;2;1-37C;N_906_844_01;-;N_906_581_42;SL76002;1-rt/bl;1241;RT/BL;1;S.LSVR+..;-;x;76003
3;76004;S.LSVR-.._B190_1_1;B190;SP_LSVR1;1;1-35B;-;-;XA.R.5;RAD_A;6;1-37C;N_906_844_01;-;N_906_581_42;SL76002;2-br/bl;1211;BR/BL;1;S.LSVR-..;-;x;76004
3;76005;S.LSVR+.._B189_1_2;B189;SP_LSVR2;1;1-35B;-;-;TTVR.1A1;KS_TVR;13;1-35A;N_103_361_01;-;N_906_581_42;SL76003;1-rt/bl;324;RT/BL;1;S.LSVR+..;-;x;76005
3;76006;S.LSVR-.._B190_1_2;B190;SP_LSVR1;1;1-35B;-;-;TTVR.1A1;KS_TVR;12;1-35A;N_103_361_01;-;N_906_581_42;SL76003;2-br/bl;355;BR/BL;1;S.LSVR-..;-;x;76006
3;76007;S.LSVL+.._B191_1_3;B191;SP_LSVL2;1;1-35E;-;-;XA.R.5;RAD_A;3;1-37C;N_906_844_01;-;N_906_581_37;SL76004;1-rt/ge;606;RT/GE;1;S.LSVL+..;-;x;76007
3;76008;S.LSVL-.._B192_1_3;B192;SP_LSVL1;1;1-35D;-;-;XA.R.5;RAD_A;7;1-37C;N_906_844_01;-;N_906_581_37;SL76004;2-br/ge;580;BR/GE;1;S.LSVL-..;-;x;76008
3;76009;S.LSVL+.._TTVL.1A1_13_1;TTVL.1A1;KS_TVL;13;1-35J;N_103_361_01;-;XA.R.5;RAD_A;3;1-37C;N_906_844_01;-;N_906_581_37;SL76005;1-rt/ge;1405;RT/GE;1;S.LSVL+..;x;-;76009
3;76010;S.LSVL-.._TTVL.1A1_12_1;TTVL.1A1;KS_TVL;12;1-35J;N_103_361_01;-;XA.R.5;RAD_A;7;1-37C;N_906_844_01;-;N_906_581_37;SL76005;2-br/ge;1405;BR/GE;1;S.LSVL-..;x;-;76010
3;76011;S.LSVR-.._TTVR.1A1_12_1;TTVR.1A1;KS_TVR;12;1-35A;N_103_361_01;-;XA.R.5;RAD_A;6;1-37C;N_906_844_01;-;N_906_581_42;SL76006;2-br/bl;1545;BR/BL;1;S.LSVR-..;x;-;76011
3;76012;S.LSVR+.._TTVR.1A1_13_1;TTVR.1A1;KS_TVR;13;1-35A;N_103_361_01;-;XA.R.5;RAD_A;2;1-37C;N_906_844_01;-;N_906_581_42;SL76006;1-rt/bl;1545;RT/BL;1;S.LSVR+..;x;-;76012
3;76013;S.LSHL+.._TTHL.1A1_13_1;TTHL.1A1;KS_THL;13;1-48H;N_103_361_01;-;XA.R.5;RAD_A;4;1-37C;N_906_844_01;-;N_906_581_40;SL76007;1-ge;3254;GE;1;S.LSHL+..;-;x;76013
3;76014;S.LSHL-.._TTHL.1A1_12_1;TTHL.1A1;KS_THL;12;1-48H;N_103_361_01;-;XA.R.5;RAD_A;8;1-37C;N_906_844_01;-;N_906_581_40;SL76007;2-br/ge;3254;BR/GE;1;S.LSHL-..;-;x;76014
3;76015;S.LSHR-.._TTHR.1A1_12_1;TTHR.1A1;KS_THR;12;1-48D;N_103_361_01;-;XA.R.5;RAD_A;5;1-37C;N_906_844_01;-;N_906_581_36;SL76008;2-br/vi;3441;BR/VI;1;S.LSHR-..;-;x;76015
3;76016;S.LSHR+.._TTHR.1A1_13_1;TTHR.1A1;KS_THR;13;1-48D;N_103_361_01;-;XA.R.5;RAD_A;1;1-37C;N_906_844_01;-;N_906_581_36;SL76008;1-rt/vi;3441;RT/VI;1;S.LSHR+..;-;x;76016
3;76017;S.LSVR-.._XA.R22.1_2_1;XA.R22.1;LSP_VR;2;1-32B;N_103_358_01;-;B190;SP_LSVR1;1;1-35B;-;-;N_018_889_30;SL76009;2-br/bl;608;BR/BL;0,75;S.LSVR-..;-;x;76017
3;76018;S.LSVR+.._B189_1_3;B189;SP_LSVR2;1;1-35B;-;-;XA.R22.1;LSP_VR;1;1-32B;N_103_358_01;-;N_018_889_30;SL76009;1-rt/bl;578;RT/BL;0,75;S.LSVR+..;-;x;76018
3;76019;S.LSVL-.._B192_1_2;B192;SP_LSVL1;1;1-35D;-;-;TTVL.1A1;KS_TVL;12;1-35J;N_103_361_01;-;N_906_581_37;SL76010;2-br/ge;851;BR/GE;1;S.LSVL-..;-;x;76019
3;76020;S.LSVL+.._B191_1_2;B191;SP_LSVL2;1;1-35E;-;-;TTVL.1A1;KS_TVL;13;1-35J;N_103_361_01;-;N_906_581_37;SL76010;1-rt/ge;819;RT/GE;1;S.LSVL+..;-;x;76020
1;LTGS.ARMATUREN
2;V1;12E_970_090;L0L+QQ3;28 (g);;CU: 16 (g);Al: 0 (g)
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.
3;90001;V.58d..BCM_B4_A19_1_5;A19;SP_58_1;1;1-37D;-;-;XA.W74.2;AMB_AB_M;2;1-38D;N_103_357_01;-;N_037_097_5;-;-;234;GR/BL;0,35;V.58d..BCM_B4;x;90001
3;90002;M.31..MB_K-M7_C1_136_1_7;136;SP_31C7_2;1;1-35F;-;-;XA.W74.2;AMB_AB_M;1;1-38D;N_103_357_01;-;N_037_098_8;-;-;585;BR;0,35;M.31..MB_K-M7_C1;x;90002
3;90003;V.58d..BCM_B4_A19_1_4;A19;SP_58_1;1;1-37D;-;-;XA.W85.2;AMB_AB_BF;2;1-35B;N_103_357_01;-;N_037_097_3;-;-;1003;GR/RT;0,35;V.58d..BCM_B4;x;90003
3;90004;M.31..MB_K-M7_C1_136_1_8;136;SP_31C7_2;1;1-35F;-;-;XA.W85.2;AMB_AB_BF;1;1-35B;N_103_357_01;-;N_037_098_3;-;-;1074;BR/RT;0,35;M.31..MB_K-M7_C1;x;90004
3;90005;V.58d..BCM_B4_A19_1_6;A19;SP_58_1;1;1-37D;-;-;XA.W96.2;AMB_AB_FS;2;1-38E;N_103_357_01;-;N_037_097_0;-;-;907;GR/WS;0,35;V.58d..BCM_B4;x;90005
3;90006;M.31..MB_K-M7_C1_136_1_9;136;SP_31C7_2;1;1-35F;-;-;XA.W96.2;AMB_AB_FS;1;1-38E;N_103_357_01;-;N_037_098_0;-;-;562;BR/WS;0,35;M.31..MB_K-M7_C1;x;90006
1;LTGS.GURTWARNUNG
2;V1;12E_970_097_F;L0L+3ZU+9P4;266 (g);;CU: 193 (g);Al: 0 (g)
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.
3;97009;S.BAG5GS+..SYS1S1_XA.J234.15_20_1;XA.J234.15;AIR_CU_E_1;20;1-41C;N_909_424_01;3B0_972_742_D;XA.N196.1;GSTR_HL;2;1-57G;UNI_CONT_AU_FLR;-;N_901_916_46;SL97005;1-gn;4556;GN;0,35;S.BAG5GS+..SYS1S1;x;97009
3;97010;S.BAG5GS-..SYS1S1_XA.J234.15_21_1;XA.J234.15;AIR_CU_E_1;21;1-41C;N_909_424_01;3B0_972_742_D;XA.N196.1;GSTR_HL;1;1-57G;UNI_CONT_AU_FLR;-;N_901_916_46;SL97005;2-sw;4556;SW;0,35;S.BAG5GS-..SYS1S1;x;97010
3;97011;S.BAG6GS-..SYS1S1_XA.N197.1_1_1;XA.N197.1;GSTR_HR;1;1-60B;UNI_CONT_AU_FLR;-;XA.J234.15;AIR_CU_E_1;22;1-41C;N_909_424_01;3B0_972_742_D;N_901_916_86;SL97006;2-sw;4851;SW;0,35;S.BAG6GS-..SYS1S1;x;97011
3;97012;S.BAG6GS+..SYS1S1_XA.N197.1_2_1;XA.N197.1;GSTR_HR;2;1-60B;UNI_CONT_AU_FLR;-;XA.J234.15;AIR_CU_E_1;23;1-41C;N_909_424_01;3B0_972_742_D;N_901_916_86;SL97006;1-bl;4851;BL;0,35;S.BAG6GS+..SYS1S1;x;97012
3;97017;X.BAG_GuHBF..SYS1S1.1_T3_1_2;T3;SP_ESHR;1;1-49A;-;-;XA.J234.15;AIR_CU_E_1;26;1-41C;N_909_424_02;3B0_972_742_E;N_018_886_25;SL97004;1-ge;3319;GE;0,5;X.BAG_GuHBF..SYS1S1.1;x;97017
3;97018;M.31-SM..SYS1S1.1_812_1_1;812;SP_GND_A2;1;1-49A;-;-;109;SP_GND_A;1;1-40D;-;-;N_018_886_25;SL97004;2-br;3112;BR;0,5;M.31-SM..SYS1S1.1;x;97018
3;97019;X.BAG_GuHBF..SYS1S1.1_T3_1_1;T3;SP_ESHR;1;1-49A;-;-;XA.E259.4;ESHR;1;1-52C;N_103_361_03;-;N_018_890_18;SL97009;1-gr/ge;1315;GR/GE;0,5;X.BAG_GuHBF..SYS1S1.1;x;97019
3;97020;M.31-SM..SYS1S1.1_86_1_1;86;SP_ESHR_SBR;1;1-50A;-;-;XA.E259.4;ESHR;2;1-52C;N_103_361_03;-;N_018_890_18;SL97009;2-br;1235;BR;0,5;M.31-SM..SYS1S1.1;x;97020
3;97021;M.31-SM..SYS1S1.1_TSABHL.1A1_3_1;TSABHL.1A1;KS_SBRH;3;1-53D;N_907_650_01;-;86;SP_ESHR_SBR;1;1-50A;-;-;N_018_886_25;SL97011;1-ge;1495;GE;0,5;M.31-SM..SYS1S1.1;x;97021
3;97022;M.31-SM..SYS1S1.1_TSABHL.1A1_4_1;TSABHL.1A1;KS_SBRH;4;1-53D;N_907_650_01;-;812;SP_GND_A2;1;1-49A;-;-;N_018_886_25;SL97011;2-br;1535;BR;0,5;M.31-SM..SYS1S1.1;x;97022
3;97023;X.BAG_GuHF..SYS1S1.1_T5_1_2;T5;SP_ESHL;1;1-51A;-;-;XA.J234.15;AIR_CU_E_1;27;1-41C;N_909_424_02;3B0_972_742_E;N_018_886_15;SL97012;2-sw;3723;SW;0,5;X.BAG_GuHF..SYS1S1.1;x;97023
3;97024;M.31-SM..SYS1S1.1_109_1_3;109;SP_GND_A;1;1-40D;-;-;1212;SP_GND_A3;1;1-52A;-;-;N_018_886_15;SL97012;1-br;3517;BR;0,5;M.31-SM..SYS1S1.1;x;97024
3;97025;X.BAG_GuHF..SYS1S1.1_T5_1_1;T5;SP_ESHL;1;1-51A;-;-;XA.E258.4;ESHL;1;1-54C;N_103_361_03;-;N_018_886_97;SL97013;1-sw/ge;1295;SW/GE;0,5;X.BAG_GuHF..SYS1S1.1;x;97025
3;97026;M.31-SM..SYS1S1.1_87_1_1;87;SP_ESHL_SBR;1;1-52A;-;-;XA.E258.4;ESHL;2;1-54C;N_103_361_03;-;N_018_886_97;SL97013;2-br;1214;BR;0,5;M.31-SM..SYS1S1.1;x;97026
3;97027;M.31-SM..SYS1S1.1_TSABHL.1A1_1_1;TSABHL.1A1;KS_SBRH;1;1-53D;N_907_650_01;-;87;SP_ESHL_SBR;1;1-52A;-;-;N_018_886_15;SL97014;2-sw;1090;SW;0,5;M.31-SM..SYS1S1.1;x;97027
3;97028;M.31-SM..SYS1S1.1_TSABHL.1A1_2_1;TSABHL.1A1;KS_SBRH;2;1-53D;N_907_650_01;-;1212;SP_GND_A3;1;1-52A;-;-;N_018_886_15;SL97014;1-br;1130;BR;0,5;M.31-SM..SYS1S1.1;x;97028
1;LTGS.MFA
2;V1;1ST_970_099;L0L+1ME/2ZB/2ZH;18 (g);;CU: 16 (g);Al: 0 (g)
2;V2;12E_970_099_B;L0L+1MH/1ME;14 (g);;CU: 12 (g);Al: 0 (g)
2;V3;12E_970_099_D;L0L+2ZB/2ZH;4 (g);;CU: 3 (g);Al: 0 (g)
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;V2;V3;Ltg-Nr.
3;99001;X.MFARe.._XB.E595.2_8_1;XB.E595.2;LSS_B;8;1-44F;N_907_647_01;-;XA.K.1;KI;22;1-36H;N_907_647_01;-;N_037_095_6;-;-;1109;BL/GN;0,35;X.MFARe..;x;x;-;99001
3;99002;X.MFALi.._XB.E595.2_9_1;XB.E595.2;LSS_B;9;1-44F;N_907_647_01;-;XA.K.1;KI;21;1-36H;N_907_647_01;-;N_037_095_5;-;-;1109;BL;0,35;X.MFALi..;x;x;-;99002
